"","Gender","Age","Educational_Attainment","Industry","Country","Year","Employment_Rate","Population","Industry_name","Country_Name","Educational_Attainment_FullForm","Gender_Pay_Gap","Educational_Field","Educational_Level","sex","Number_of_Student"
"52930","Female","Y20-29","ED5-8","I","IT",2016,45.7,53.7,"Accommodation and food service activities","Italy","Tertiary education (levels 5-8)",18.1,"
Mathematics","Bachelor","F",4340
"52931","Male","Y30-54","ED5-8","B-N","DE",2016,95.3,50.7,"Business economy","Germany","Tertiary education (levels 5-8)",24.4,"
Mathematics","Master","F",17674
"52963","Male","Y20-29","ED3_4GEN","B-N","FI",2015,54.8,19.3,"Business economy","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",10.1,"Biological science","Doctor","F",500
"52972","Male","Y55-64","ED5-8","B-N","FI",2016,70.5,31.6,"Business economy","Finland","Tertiary education (levels 5-8)",9,"Biological science","Doctor","M",285
"52977","Female","Y20-29","ED3_4GEN","H","DK",2018,67.9,7.1,"Transportation and storage","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",16.9,"Software development","Bachelor","F",0
"52997","Female","Y15-64","ED5-8","B-N","DE",2019,85.3,22.6,"Business economy","Germany","Tertiary education (levels 5-8)",22.8,"Software development","Bachelor","F",16295
"53009","Male","Y30-54","ED0-2","B-N","DE",2018,73.1,18.9,"Business economy","Germany","Less than primary, primary and lower secondary education (levels 0-2)",6.9,"Biological science","Doctor","F",11100
"53020","Male","Y55-64","ED0-2","B-N","UK",2015,55.6,7.6,"Business economy","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",26.8,"
Information Technologies","Master","M",8848
"53021","Female","Y20-29","ED5-8","I","NL",2020,85.1,43.5,"Accommodation and food service activities","Netherlands","Tertiary education (levels 5-8)",16.1,"Engineering and construction","Doctor","F",589
"53024","Male","Y55-64","ED3_4GEN","B-N","AT",2021,66.4,69.5,"Business economy","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",25.8,"Biological science","Doctor","F",456
"53026","Male","Y20-29","ED3_4GEN","B-N","IT",2016,22.4,10.1,"Business economy","Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",28.1,"Management and administration","Master","M",20206
"53033","Male","Y20-24","ED5-8","B-N","IE",2013,70.9,22.8,"Business economy","Ireland","Tertiary education (levels 5-8)",22,"Engineering and construction","Master","F",613
"53050","Female","Y20-24","ED0-2","C","DK",2016,45.9,22,"Manufacturing","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",19.1,"Biological science","Master","F",2109
"53054","Male","Y20-29","ED0-2","B-N","IE",2018,43,15.4,"Business economy","Ireland","Less than primary, primary and lower secondary education (levels 0-2)",-17.2,"Biological science","Doctor","M",372
"53089","Female","Y20-24","ED3_4GEN","D","DK",2016,69,56.9,"Electricity, gas, steam and air conditioning supply","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",9.1,"Software development","Master","M",0
"53107","Female","Y30-54","ED0-2","J","FI",2014,52.3,25.8,"Information and communication","Finland","Less than primary, primary and lower secondary education (levels 0-2)",16.7,"
Information Technologies","Doctor","F",335
"53115","Male","Y30-54","ED0-2","B-N","PL",2019,64.6,12.9,"Business economy","Poland","Less than primary, primary and lower secondary education (levels 0-2)",-5.5,"
Information Technologies","Doctor","F",128
"53154","Male","Y55-64","ED0-2","B-N","IE",2018,59.6,15.6,"Business economy","Ireland","Less than primary, primary and lower secondary education (levels 0-2)",20.2,"
Mathematics","Doctor","M",61
"53161","Female","Y15-64","ED5-8","B-N","DE",2013,83.8,22.2,"Business economy","Germany","Tertiary education (levels 5-8)",5.3,"Engineering and construction","Bachelor","F",75872
"53214","Male","Y55-64","ED0-2","B-N","IE",2018,59.6,15.6,"Business economy","Ireland","Less than primary, primary and lower secondary education (levels 0-2)",2.8,"
Mathematics","Master","M",44
"53215","Male","Y20-29","ED5-8","B-N","IT",2014,40.2,12.6,"Business economy","Italy","Tertiary education (levels 5-8)",27.8,"Biological science","Master","M",3628
"53222","Male","Y20-24","ED5-8","B-N","IE",2019,80.8,27.4,"Business economy","Ireland","Tertiary education (levels 5-8)",18.5,"Engineering and construction","Master","F",812
"53264","Female","Y20-24","ED5-8","F","PL",2019,60.2,19.6,"Construction","Poland","Tertiary education (levels 5-8)",-5.5,"
Mathematics","Bachelor","M",2756
"53295","Female","Y20-24","ED5-8","E","FI",2021,72.1,8,"Water supply; sewerage, waste management and remediation activities","Finland","Tertiary education (levels 5-8)",9.7,"Software development","Master","F",0
"53331","Male","Y20-29","ED3_4GEN","B-N","DK",2021,66.6,21.5,"Business economy","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",9.6,"Management and administration","Bachelor","F",6815
"53336","Female","Y20-29","ED5-8","I","FR",2020,72.5,47,"Accommodation and food service activities","France","Tertiary education (levels 5-8)",14.7,"Engineering and construction","Bachelor","M",69336
"53388","Female","Y20-29","ED3_4GEN","G","AT",2014,52.6,13.8,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",8.2,"Biological science","Doctor","M",430
"53418","Female","Y55-64","ED5-8","O","UK",2014,61.3,6.2,"Public administration and defence; compulsory social security","United Kingdom","Tertiary education (levels 5-8)",11.3,"
Information Technologies","Bachelor","M",59127
"53423","Female","Y55-64","ED3_4GEN","M","PL",2021,41.9,12,"Professional, scientific and technical activities","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",-0.2,"
Mathematics","Bachelor","M",2977
"53425","Male","Y20-24","ED3_4GEN","B-N","EL",2018,20.9,28.1,"Business economy","Greece","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",-16.7,"
Mathematics","Bachelor","F",7201
"53451","Female","Y20-24","ED0-2","D","IE",2019,59.86554341,4.5,"Electricity, gas, steam and air conditioning supply","Ireland","Less than primary, primary and lower secondary education (levels 0-2)",18.5,"Engineering and construction","Doctor","F",419
"53487","Male","Y30-54","ED0-2","B-N","DE",2015,72.7,23.2,"Business economy","Germany","Less than primary, primary and lower secondary education (levels 0-2)",25,"Engineering and construction","Master","M",105559
"53496","Male","Y20-29","ED3_4GEN","B-N","FI",2021,58,20.2,"Business economy","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",12.1,"Biological science","Doctor","M",255
"53497","Female","Y20-24","ED3_4GEN","E","NL",2016,62,40,"Water supply; sewerage, waste management and remediation activities","Netherlands","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",18.7,"Software development","Master","M",1236
"53515","Female","Y20-24","ED5-8","F","IT",2020,24,10.5,"Construction","Italy","Tertiary education (levels 5-8)",9.7,"Biological science","Doctor","M",836
"53548","Male","Y20-24","ED5-8","B-N","IT",2021,20.9,16.8,"Business economy","Italy","Tertiary education (levels 5-8)",12.7,"Engineering and construction","Bachelor","M",142274
"53552","Female","Y15-64","ED5-8","B-N","FR",2016,80,32,"Business economy","France","Tertiary education (levels 5-8)",16.7,"Engineering and construction","Doctor","F",2319
"53554","Female","Y30-54","ED5-8","K","AT",2020,88.2,16.9,"Financial and insurance activities","Austria","Tertiary education (levels 5-8)",8,"
Mathematics","Bachelor","M",1438
"53590","Male","Y15-64","ED0-2","O","FR",2021,42.8,51.1,"Public administration and defence; compulsory social security","France","Less than primary, primary and lower secondary education (levels 0-2)",15.8,"Software development","Bachelor","M",1163
"53592","Female","Y15-64","ED0-2","B","DE",2014,41.4,20.8,"Mining and quarrying","Germany","Less than primary, primary and lower secondary education (levels 0-2)",5.6,"Biological science","Bachelor","F",20594
"53595","Male","Y15-64","ED5-8","P","DE",2013,91,11.7,"Education","Germany","Tertiary education (levels 5-8)",4.4,"Engineering and construction","Master","F",29578
"53600","Female","Y15-64","ED5-8","B-N","IT",2019,75.7,19.1,"Business economy","Italy","Tertiary education (levels 5-8)",22.4,"Software development","Doctor","F",0
"53605","Male","Y20-29","ED3_4GEN","B-N","DE",2014,46,23.9,"Business economy","Germany","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",12.7,"
Information Technologies","Master","M",30041
"53619","Female","Y55-64","ED5-8","N","PL",2018,64.9,48.2,"Administrative and support service activities","Poland","Tertiary education (levels 5-8)",28.2,"Engineering and construction","Bachelor","M",126036
"53624","Female","Y20-24","ED0-2","C","DE",2021,51.7,19.8,"Manufacturing","Germany","Less than primary, primary and lower secondary education (levels 0-2)",19.7,"Biological science","Doctor","F",8606
"53636","Male","Y55-64","ED5-8","B-N","FI",2021,78.4,31.2,"Business economy","Finland","Tertiary education (levels 5-8)",9.7,"
Information Technologies","Master","F",1919
"53668","Female","Y15-64","ED5-8","B-N","FI",2013,82,37.9,"Business economy","Finland","Tertiary education (levels 5-8)",5.7,"Biological science","Master","M",283
"53690","Male","Y15-64","ED5-8","P","AT",2016,86.2,5.1,"Education","Austria","Tertiary education (levels 5-8)",14.5,"Software development","Doctor","F",0
"53704","Female","Y55-64","ED0-2","L","DK",2018,48.2,17.8,"Real estate activities","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",5.7,"Software development","Doctor","F",0
"53714","Male","Y30-54","ED5-8","B-N","DK",2020,94,24.8,"Business economy","Denmark","Tertiary education (levels 5-8)",10.4,"Software development","Bachelor","M",0
"53726","Female","Y30-54","ED0-2","K","UK",2017,60.2,28.7,"Financial and insurance activities","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",26.2,"
Mathematics","Doctor","M",1706
"53727","Male","Y20-29","ED3_4GEN","B-N","PL",2015,51.7,6.5,"Business economy","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",0.5,"
Mathematics","Master","M",1325
"53729","Female","Y20-29","ED0-2","G","NL",2020,52,13,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",25.1,"
Mathematics","Bachelor","M",2267
"53732","Female","Y15-64","ED0-2","B","AT",2017,43.4,21.4,"Mining and quarrying","Austria","Less than primary, primary and lower secondary education (levels 0-2)",17.4,"
Information Technologies","Bachelor","F",2146
"53748","Male","Y20-24","ED0-2","R","DK",2019,59.4,19.2,"Arts, entertainment and recreation","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",10.2,"
Information Technologies","Bachelor","M",5839
"53775","Female","Y20-24","ED0-2","C","DK",2018,41.6,19.6,"Manufacturing","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",10,"
Information Technologies","Doctor","F",0
"53786","Female","Y20-29","ED0-2","G","FI",2013,37.1,7.7,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Finland","Less than primary, primary and lower secondary education (levels 0-2)",13.2,"Engineering and construction","Bachelor","M",38380
"53792","Female","Y15-64","ED0-2","B","AT",2017,43.4,21.4,"Mining and quarrying","Austria","Less than primary, primary and lower secondary education (levels 0-2)",10.9,"
Mathematics","Bachelor","F",787
"53793","Male","Y15-64","ED0-2","O","DK",2021,58.8,38.6,"Public administration and defence; compulsory social security","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",16.7,"Management and administration","Bachelor","M",5033
"53802","Female","Y15-64","ED0-2","B","IE",2018,25,19,"Mining and quarrying","Ireland","Less than primary, primary and lower secondary education (levels 0-2)",-17.2,"Management and administration","Master","M",1765
"53820","Female","Y20-29","ED0-2","G","UK",2018,50.6,14.8,"Wholesale and retail trade; repair of motor vehicles and motorcycles","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",16.1,"Management and administration","Doctor","F",1205
"53850","Male","Y20-24","ED0-2","R","DK",2019,59.4,19.2,"Arts, entertainment and recreation","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",5.7,"
Information Technologies","Doctor","F",0
"53857","Female","Y20-24","ED5-8","E","AT",2014,66.7,4.6,"Water supply; sewerage, waste management and remediation activities","Austria","Tertiary education (levels 5-8)",24.3,"Engineering and construction","Master","F",4286
"53860","Female","Y20-29","ED0-2","G","FR",2020,31.5,12.5,"Wholesale and retail trade; repair of motor vehicles and motorcycles","France","Less than primary, primary and lower secondary education (levels 0-2)",15.9,"
Mathematics","Doctor","F",112
"53883","Female","Y15-64","ED5-8","B-N","DK",2015,82.8,33.4,"Business economy","Denmark","Tertiary education (levels 5-8)",15.4,"Software development","Doctor","F",0
"53896","Male","Y30-54","ED0-2","B-N","IT",2016,73.6,5.7,"Business economy","Italy","Less than primary, primary and lower secondary education (levels 0-2)",16.7,"
Mathematics","Master","M",1500
"53906","Female","Y55-64","ED5-8","N","DK",2017,73.3,23.7,"Administrative and support service activities","Denmark","Tertiary education (levels 5-8)",9.5,"
Mathematics","Doctor","M",0
"53912","Female","Y30-54","ED0-2","J","PL",2018,44.9,8.8,"Information and communication","Poland","Less than primary, primary and lower secondary education (levels 0-2)",7.6,"
Mathematics","Doctor","F",88
"53923","Female","Y20-24","ED3_4GEN","E","IT",2017,14.1,41.5,"Water supply; sewerage, waste management and remediation activities","Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",16.7,"Biological science","Bachelor","M",12718
"53943","Female","Y15-64","ED5-8","B-N","AT",2015,80.7,16.5,"Business economy","Austria","Tertiary education (levels 5-8)",26.2,"Biological science","Master","F",1616
"53949","Female","Y20-29","ED0-2","F","DE",2015,46.6,14.3,"Construction","Germany","Less than primary, primary and lower secondary education (levels 0-2)",22.6,"Biological science","Doctor","F",10900
"53959","Male","Y20-24","ED3_4GEN","B-N","IT",2019,13.6,12.4,"Business economy","Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",22.4,"Engineering and construction","Master","F",37396
"53960","Female","Y30-54","ED0-2","J","DK",2017,53.7,19.6,"Information and communication","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",18.9,"Software development","Bachelor","M",0
"53976","Male","Y20-24","ED0-2","R","DK",2021,66.4,22.3,"Arts, entertainment and recreation","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",14,"Biological science","Bachelor","F",3664
"53984","Male","Y55-64","ED0-2","B-N","DK",2016,63,4.8,"Business economy","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",20.3,"
Information Technologies","Doctor","M",0
"53992","Female","Y20-24","ED5-8","E","DE",2016,73,6.3,"Water supply; sewerage, waste management and remediation activities","Germany","Tertiary education (levels 5-8)",5.3,"
Information Technologies","Doctor","F",1300
"54005","Male","Y30-54","ED5-8","B-N","FR",2015,91.8,43.1,"Business economy","France","Tertiary education (levels 5-8)",12.4,"
Information Technologies","Bachelor","F",2797
"54025","Male","Y20-24","ED0-2","R","FR",2018,42.2,20.2,"Arts, entertainment and recreation","France","Less than primary, primary and lower secondary education (levels 0-2)",8.5,"
Mathematics","Master","M",269
"54027","Female","Y55-64","ED5-8","N","NL",2019,76.4,24.2,"Administrative and support service activities","Netherlands","Tertiary education (levels 5-8)",11.3,"
Mathematics","Master","M",796
"54036","Female","Y20-29","ED5-8","H","DE",2016,81.6,43.1,"Transportation and storage","Germany","Tertiary education (levels 5-8)",7.9,"Software development","Master","M",21861
"54037","Male","Y20-29","ED5-8","B-N","FR",2017,76.5,6.4,"Business economy","France","Tertiary education (levels 5-8)",8.2,"Biological science","Bachelor","F",22918
"54052","Female","Y20-29","ED5-8","I","PL",2019,79.9,42.7,"Accommodation and food service activities","Poland","Tertiary education (levels 5-8)",5.3,"Software development","Doctor","M",419
"54059","Female","Y55-64","ED5-8","N","DE",2013,73.1,19.1,"Administrative and support service activities","Germany","Tertiary education (levels 5-8)",11.4,"Engineering and construction","Master","M",90983
"54070","Female","Y20-29","ED5-8","I","IE",2013,78.3,36.6,"Accommodation and food service activities","Ireland","Tertiary education (levels 5-8)",14.1,"Engineering and construction","Doctor","F",300
"54071","Male","Y20-24","ED0-2","R","FR",2019,42.9,18.9,"Arts, entertainment and recreation","France","Less than primary, primary and lower secondary education (levels 0-2)",16.4,"Biological science","Doctor","M",3362
"54072","Female","Y20-24","ED3_4GEN","D","AT",2021,44.2,24.3,"Electricity, gas, steam and air conditioning supply","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",20.7,"Engineering and construction","Master","F",4953
"54083","Female","Y20-24","ED0-2","D","IT",2021,23.3,15.5,"Electricity, gas, steam and air conditioning supply","Italy","Less than primary, primary and lower secondary education (levels 0-2)",6.9,"Biological science","Bachelor","M",14685
"54096","Female","Y20-24","ED3_4GEN","E","IT",2018,14.9,41.6,"Water supply; sewerage, waste management and remediation activities","Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",16.2,"Software development","Master","M",0
"54121","Male","Y55-64","ED5-8","B-N","PL",2015,76.4,44.2,"Business economy","Poland","Tertiary education (levels 5-8)",16.4,"
Mathematics","Bachelor","M",3524
"54152","Male","Y55-64","ED0-2","B-N","DE",2018,61.3,5,"Business economy","Germany","Less than primary, primary and lower secondary education (levels 0-2)",3.8,"Management and administration","Master","F",8858
"54164","Male","Y20-24","ED5-8","B-N","FI",2015,57.2,13.1,"Business economy","Finland","Tertiary education (levels 5-8)",9.9,"Management and administration","Doctor","M",0
"54185","Female","Y20-29","ED0-2","G","PL",2015,22.4,5.5,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Poland","Less than primary, primary and lower secondary education (levels 0-2)",33.6,"
Information Technologies","Doctor","F",150
"54215","Male","Y20-29","ED3_4GEN","B-N","FR",2021,43.1,4.5,"Business economy","France","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",31.1,"Biological science","Bachelor","M",15373
"54225","Female","Y15-64","ED5-8","B-N","AT",2020,81.7,29.8,"Business economy","Austria","Tertiary education (levels 5-8)",27.2,"Biological science","Master","M",854
"54228","Female","Y20-24","ED5-8","F","IT",2019,28.6,9.3,"Construction","Italy","Tertiary education (levels 5-8)",22.7,"Management and administration","Bachelor","M",74941
"54249","Female","Y15-64","ED5-8","B-N","DK",2017,83.3,34.8,"Business economy","Denmark","Tertiary education (levels 5-8)",18.9,"Management and administration","Master","M",1571
"54271","Male","Y30-54","ED5-8","B-N","NL",2019,95.2,19.7,"Business economy","Netherlands","Tertiary education (levels 5-8)",17.1,"
Information Technologies","Doctor","F",49
"54275","Female","Y20-24","ED0-2","C","FI",2015,31.9,12.9,"Manufacturing","Finland","Less than primary, primary and lower secondary education (levels 0-2)",25.5,"Software development","Doctor","M",0
"54285","Male","Y20-29","ED0-2","B-N","PL",2015,43.4,36.4,"Business economy","Poland","Less than primary, primary and lower secondary education (levels 0-2)",10.4,"Engineering and construction","Master","F",20734
"54309","Male","Y55-64","ED5-8","B-N","IT",2019,87.9,31.8,"Business economy","Italy","Tertiary education (levels 5-8)",22.4,"Software development","Doctor","F",0
"54338","Male","Y20-29","ED3_4GEN","B-N","DK",2020,66.3,22.5,"Business economy","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",5.7,"
Information Technologies","Bachelor","M",5991
"54356","Male","Y20-24","ED5-8","B-N","PL",2019,63.4,26.7,"Business economy","Poland","Tertiary education (levels 5-8)",13.5,"
Mathematics","Master","F",1326
"54363","Female","Y20-29","ED0-2","F","DK",2017,39.4,16.8,"Construction","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",5.5,"Biological science","Master","F",2212
"54396","Female","Y55-64","ED0-2","L","AT",2018,32.6,54.3,"Real estate activities","Austria","Less than primary, primary and lower secondary education (levels 0-2)",22,"
Information Technologies","Master","M",4245
"54416","Female","Y55-64","ED5-8","N","FI",2020,78,44.6,"Administrative and support service activities","Finland","Tertiary education (levels 5-8)",9.1,"Software development","Doctor","F",0
"54432","Female","Y55-64","ED0-2","M","PL",2018,19.4,14.6,"Professional, scientific and technical activities","Poland","Less than primary, primary and lower secondary education (levels 0-2)",9.7,"
Mathematics","Bachelor","F",3865
"54453","Female","Y20-24","ED3_4GEN","E","UK",2018,56.8,19.6,"Water supply; sewerage, waste management and remediation activities","United Kingdom","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",16.1,"Software development","Bachelor","M",0
"54454","Female","Y20-29","ED0-2","G","IE",2018,27.1,11.5,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Ireland","Less than primary, primary and lower secondary education (levels 0-2)",7.8,"Software development","Bachelor","F",739
"54465","Female","Y55-64","ED0-2","L","FR",2020,38.7,37.7,"Real estate activities","France","Less than primary, primary and lower secondary education (levels 0-2)",8.1,"Biological science","Doctor","F",3978
"54471","Male","Y20-24","ED3_4GEN","B-N","EL",2014,16.9,17.7,"Business economy","Greece","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",10.5,"Biological science","Doctor","M",187
"54484","Female","Y15-64","ED5-8","C","UK",2014,81,35.6,"Manufacturing","United Kingdom","Tertiary education (levels 5-8)",17,"Engineering and construction","Bachelor","F",25572
"54563","Female","Y55-64","ED5-8","M","AT",2020,62.4,5.5,"Professional, scientific and technical activities","Austria","Tertiary education (levels 5-8)",21.8,"Engineering and construction","Master","M",10032
"54590","Female","Y30-54","ED5-8","K","AT",2019,87.8,15.9,"Financial and insurance activities","Austria","Tertiary education (levels 5-8)",28.4,"Biological science","Master","M",835
"54598","Male","Y20-29","ED5-8","B-N","PL",2018,85.4,7.4,"Business economy","Poland","Tertiary education (levels 5-8)",18.4,"Management and administration","Bachelor","M",57857
"54602","Male","Y20-24","ED0-2","R","EL",2014,42.6,22.2,"Arts, entertainment and recreation","Greece","Less than primary, primary and lower secondary education (levels 0-2)",12.1,"Biological science","Doctor","M",187
"54619","Male","Y20-24","ED5-8","B-N","PL",2015,47.5,28.9,"Business economy","Poland","Tertiary education (levels 5-8)",10.4,"Biological science","Bachelor","M",1501
"54623","Female","Y15-64","ED0-2","B-N","PL",2019,16.4,12.5,"Business economy","Poland","Less than primary, primary and lower secondary education (levels 0-2)",14.3,"Engineering and construction","Doctor","F",2255
"54652","Female","Y20-29","ED3_4GEN","H","PL",2021,40.2,12.1,"Transportation and storage","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",15.1,"
Mathematics","Master","M",771
"54657","Female","Y20-29","ED3_4GEN","G","AT",2017,52.3,13.3,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",21.7,"Biological science","Master","F",1743
"54668","Male","Y30-54","ED0-2","B-N","UK",2018,80.6,9,"Business economy","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",14.4,"Software development","Bachelor","F",0
"54672","Female","Y15-64","ED0-2","B","IT",2019,30.2,37.5,"Mining and quarrying","Italy","Less than primary, primary and lower secondary education (levels 0-2)",22.7,"Management and administration","Bachelor","M",74941
"54688","Female","Y30-54","ED5-8","K","DE",2019,87.7,22.1,"Financial and insurance activities","Germany","Tertiary education (levels 5-8)",22.8,"Engineering and construction","Master","F",40260
"54701","Male","Y20-29","ED0-2","B-N","FR",2019,52.5,42,"Business economy","France","Less than primary, primary and lower secondary education (levels 0-2)",8.2,"Engineering and construction","Doctor","M",4988
"54718","Male","Y15-64","ED3_4GEN","P","NL",2021,76.8,11.4,"Education","Netherlands","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",19.3,"Software development","Master","F",890
"54729","Female","Y20-29","ED0-2","F","DK",2016,44.9,17.4,"Construction","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",9.1,"Biological science","Bachelor","F",3634
"54732","Male","Y30-54","ED5-8","B-N","DK",2014,93,26.1,"Business economy","Denmark","Tertiary education (levels 5-8)",18.1,"Biological science","Master","F",1229
"54754","Female","Y30-54","ED0-2","I","AT",2016,62.9,52.8,"Accommodation and food service activities","Austria","Less than primary, primary and lower secondary education (levels 0-2)",24.3,"Management and administration","Master","M",5741
"54779","Male","Y55-64","ED3_4GEN","B-N","DE",2021,75.8,49.3,"Business economy","Germany","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",7.8,"Management and administration","Master","F",16644
"54788","Female","Y15-64","ED0-2","B","PL",2014,16.6,14.9,"Mining and quarrying","Poland","Less than primary, primary and lower secondary education (levels 0-2)",9.7,"Engineering and construction","Bachelor","M",168428
"54838","Female","Y20-24","ED0-2","C","AT",2021,47.9,9.7,"Manufacturing","Austria","Less than primary, primary and lower secondary education (levels 0-2)",6.9,"
Information Technologies","Doctor","F",217
"54845","Female","Y20-29","ED3_4GEN","H","FI",2020,52.3,10.4,"Transportation and storage","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",9.1,"
Information Technologies","Bachelor","F",4211
"54853","Female","Y55-64","ED5-8","N","DK",2017,73.3,23.7,"Administrative and support service activities","Denmark","Tertiary education (levels 5-8)",18.9,"Software development","Doctor","M",0
"54933","Male","Y20-29","ED5-8","B-N","DK",2016,77.2,7.3,"Business economy","Denmark","Tertiary education (levels 5-8)",10.8,"Management and administration","Master","M",1502
"54968","Female","Y20-24","ED5-8","F","NL",2016,76.5,19.8,"Construction","Netherlands","Tertiary education (levels 5-8)",20.4,"Management and administration","Bachelor","F",36773
"54972","Female","Y15-64","ED0-2","B","FR",2015,35.5,26.1,"Mining and quarrying","France","Less than primary, primary and lower secondary education (levels 0-2)",16.6,"Management and administration","Bachelor","F",35185
"54990","Male","Y30-54","ED5-8","B-N","DE",2020,94.1,20.1,"Business economy","Germany","Tertiary education (levels 5-8)",5.5,"Software development","Bachelor","M",73544
"55007","Female","Y20-24","ED5-8","E","FR",2018,58.2,29.2,"Water supply; sewerage, waste management and remediation activities","France","Tertiary education (levels 5-8)",15.4,"
Information Technologies","Bachelor","F",3969
"55008","Male","Y20-24","ED5-8","B-N","FR",2019,60.4,12.7,"Business economy","France","Tertiary education (levels 5-8)",10.5,"Engineering and construction","Doctor","F",3257
"55017","Male","Y15-64","ED5-8","Q","FR",2016,85.3,40,"Human health and social work activities","France","Tertiary education (levels 5-8)",31.1,"
Information Technologies","Master","M",22278
"55029","Male","Y20-29","ED5-8","B-N","DE",2020,83.4,8.5,"Business economy","Germany","Tertiary education (levels 5-8)",21.6,"Biological science","Bachelor","M",15013
"55080","Male","Y20-29","ED5-8","B-N","UK",2018,85.9,6.7,"Business economy","United Kingdom","Tertiary education (levels 5-8)",16.1,"Software development","Bachelor","F",0
"55110","Male","Y20-24","ED5-8","B-N","FI",2017,75.9,14.8,"Business economy","Finland","Tertiary education (levels 5-8)",30.9,"Software development","Bachelor","M",0
"55122","Male","Y20-29","ED3_4GEN","B-N","PL",2018,59.4,6,"Business economy","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",30.8,"Software development","Bachelor","F",3889
"55164","Male","Y15-64","ED0-2","O","EL",2014,48.9,8.3,"Public administration and defence; compulsory social security","Greece","Less than primary, primary and lower secondary education (levels 0-2)",6.2,"
Information Technologies","Doctor","M",542
"55181","Male","Y55-64","ED5-8","B-N","DK",2014,79.6,24.6,"Business economy","Denmark","Tertiary education (levels 5-8)",21.6,"Biological science","Doctor","M",0
"55188","Female","Y30-54","ED5-8","K","DK",2016,87.8,33.4,"Financial and insurance activities","Denmark","Tertiary education (levels 5-8)",2.2,"Engineering and construction","Bachelor","F",4627
"55196","Male","Y15-64","ED5-8","P","DE",2021,90.6,17.4,"Education","Germany","Tertiary education (levels 5-8)",29.8,"
Information Technologies","Bachelor","F",39802
"55198","Male","Y20-24","ED0-2","R","FR",2014,44.6,22.6,"Arts, entertainment and recreation","France","Less than primary, primary and lower secondary education (levels 0-2)",12.2,"
Information Technologies","Master","M",21655
"55217","Male","Y30-54","ED0-2","B-N","AT",2020,67.5,15.2,"Business economy","Austria","Less than primary, primary and lower secondary education (levels 0-2)",14.5,"Software development","Bachelor","F",335
"55219","Male","Y20-24","ED5-8","B-N","AT",2021,70,21.3,"Business economy","Austria","Tertiary education (levels 5-8)",21.9,"
Information Technologies","Master","M",4964
